818,LicensePlate,2024-11-12 13:49:51,2024-11-12 13:50:09,"{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386991062},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386992121},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386993057},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386994064},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386995032},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386996000},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386997006},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386998005},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731386999018},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387000043},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387001016},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387002031},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387003024},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387004036},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387005030},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387006009},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387007004},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387008008},{""box"":{""left"":2376,""right"":6857,""top"":2643,""bottom"":7170},""time"":1731387009010}",,,札幌,580,の
820,LicensePlate,2024-11-12 13:50:19,2024-11-12 13:50:29,"{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387019902},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387021011},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387022009},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387023017},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387024016},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387025017},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387026027},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387027037},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387028006},{""box"":{""left"":2310,""right"":6745,""top"":2553,""bottom"":7022},""time"":1731387029008}",,,福井,500,わ
821,LicensePlate,2024-11-12 13:50:30,2024-11-12 13:50:33,"{""box"":{""left"":2441,""right"":6767,""top"":2715,""bottom"":7101},""time"":1731387030883},{""box"":{""left"":2441,""right"":6767,""top"":2715,""bottom"":7101},""time"":1731387032057},{""box"":{""left"":2441,""right"":6767,""top"":2715,""bottom"":7101},""time"":1731387033026}",,,青森,300,は
822,LicensePlate,2024-11-12 13:50:34,2024-11-12 13:50:43,"{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387034534},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387035374},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387036204},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387037004},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387038016},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387039013},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387040023},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387041024},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387042023},{""box"":{""left"":5922,""right"":8375,""top"":6543,""bottom"":9499},""time"":1731387043032}",,,は,39,2
823,LicensePlate,2024-11-12 13:50:46,2024-11-12 13:50:59,"{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387046175},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387048019},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387049028},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387050027},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387051027},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387052053},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387053026},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387054035},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387055039},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387056005},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387057011},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387058057},{""box"":{""left"":2150,""right"":6518,""top"":2419,""bottom"":6807},""time"":1731387059027}",,,4,0,8
824,Face,2024-11-12 13:50:54,2024-11-12 13:50:54,"{""box"":{""left"":3645,""right"":4087,""top"":4464,""bottom"":5220},""time"":1731387054907}","65,",male,,,
827,LicensePlate,2024-11-12 13:51:06,2024-11-12 13:51:07,"{""box"":{""left"":2453,""right"":6684,""top"":2740,""bottom"":7049},""time"":1731387066919}",,,福井,200,わ
828,LicensePlate,2024-11-12 13:51:10,2024-11-12 13:51:14,"{""box"":{""left"":2458,""right"":6694,""top"":2742,""bottom"":7053},""time"":1731387070097}",,,福井,200,わ
829,LicensePlate,2024-11-12 13:51:17,2024-11-12 13:51:17,"{""box"":{""left"":2457,""right"":6690,""top"":2748,""bottom"":7049},""time"":1731387077087}",,,福井,200,わ
830,LicensePlate,2024-11-12 13:51:19,2024-11-12 13:51:25,"{""box"":{""left"":2462,""right"":6694,""top"":2745,""bottom"":7052},""time"":1731387079287},{""box"":{""left"":2462,""right"":6694,""top"":2745,""bottom"":7052},""time"":1731387083104},{""box"":{""left"":2462,""right"":6694,""top"":2745,""bottom"":7052},""time"":1731387084039},{""box"":{""left"":2462,""right"":6694,""top"":2745,""bottom"":7052},""time"":1731387085015}",,,福井,200,わ
831,Face,2024-11-12 13:51:39,2024-11-12 13:51:41,"{""box"":{""left"":2292,""right"":4979,""top"":2653,""bottom"":5442},""time"":1731387099669}","55,64",male,,,
