459,LicensePlate,2024-11-21 13:24:42,2024-11-21 13:25:09,"{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163082661},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163084024},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163085028},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163086002},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163087037},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163088040},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163089004},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163090006},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163091020},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163092010},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163093021},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163094024},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163095025},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163096028},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163097023},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163098004},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163099038},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163100042},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163101042},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163102006},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163103015},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163104011},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163105018},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163106023},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163107025},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163108026},{""box"":{""left"":3166,""right"":6632,""top"":3539,""bottom"":7155},""time"":1732163109035}",,,浜松,200,あ
460,Face,2024-11-21 13:25:09,2024-11-21 13:25:09,"{""box"":{""left"":4068,""right"":1929,""top"":4526,""bottom"":2604},""time"":1732163109836}","18,24",male,,,
462,LicensePlate,2024-11-21 13:25:14,2024-11-21 13:25:27,"{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163114417},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163115008},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163116015},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163117012},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163118019},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163119015},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163120023},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163121021},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163122029},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163123026},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163124166},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163125031},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163126070},{""box"":{""left"":2225,""right"":6725,""top"":2458,""bottom"":6989},""time"":1732163127006}",,,三河,501,わ
463,LicensePlate,2024-11-21 13:26:48,2024-11-21 13:26:53,"{""box"":{""left"":2312,""right"":6740,""top"":2557,""bottom"":7028},""time"":1732163208985},{""box"":{""left"":2312,""right"":6740,""top"":2557,""bottom"":7028},""time"":1732163210032},{""box"":{""left"":2312,""right"":6740,""top"":2557,""bottom"":7028},""time"":1732163211029},{""box"":{""left"":2312,""right"":6740,""top"":2557,""bottom"":7028},""time"":1732163212028},{""box"":{""left"":2312,""right"":6740,""top"":2557,""bottom"":7028},""time"":1732163213035}",,,三重,336,に
465,LicensePlate,2024-11-21 13:26:54,2024-11-21 13:26:58,"{""box"":{""left"":6171,""right"":8042,""top"":6737,""bottom"":9428},""time"":1732163214297},{""box"":{""left"":6171,""right"":8042,""top"":6737,""bottom"":9428},""time"":1732163218006}",,,三重,338,に
466,Face,2024-11-21 13:26:59,2024-11-21 13:26:59,"{""box"":{""left"":5794,""right"":5054,""top"":6440,""bottom"":6054},""time"":1732163219923}","35,44",female,,,
469,LicensePlate,2024-11-21 13:27:39,2024-11-21 13:27:45,"{""box"":{""left"":2395,""right"":6751,""top"":2642,""bottom"":7058},""time"":1732163259906},{""box"":{""left"":2395,""right"":6751,""top"":2642,""bottom"":7058},""time"":1732163262011},{""box"":{""left"":2395,""right"":6751,""top"":2642,""bottom"":7058},""time"":1732163263008},{""box"":{""left"":2395,""right"":6751,""top"":2642,""bottom"":7058},""time"":1732163264015},{""box"":{""left"":2395,""right"":6751,""top"":2642,""bottom"":7058},""time"":1732163265013}",,,三重,301,み
470,LicensePlate,2024-11-21 13:27:46,2024-11-21 13:27:47,"{""box"":{""left"":5528,""right"":8744,""top"":6260,""bottom"":9929},""time"":1732163266817}",,,2,52,9
471,LicensePlate,2024-11-21 13:27:49,2024-11-21 13:27:51,"{""box"":{""left"":5559,""right"":8524,""top"":6259,""bottom"":9878},""time"":1732163269189},{""box"":{""left"":5559,""right"":8524,""top"":6259,""bottom"":9878},""time"":1732163271029}",,,三重,301,み
472,Face,2024-11-21 13:27:52,2024-11-21 13:27:52,"{""box"":{""left"":5945,""right"":4796,""top"":6714,""bottom"":5861},""time"":1732163272638}","13,17",male,,,
476,LicensePlate,2024-11-21 13:28:26,2024-11-21 13:28:32,"{""box"":{""left"":2348,""right"":6743,""top"":2582,""bottom"":7009},""time"":1732163306312},{""box"":{""left"":2348,""right"":6743,""top"":2582,""bottom"":7009},""time"":1732163307003},{""box"":{""left"":2348,""right"":6743,""top"":2582,""bottom"":7009},""time"":1732163308010},{""box"":{""left"":2348,""right"":6743,""top"":2582,""bottom"":7009},""time"":1732163309007},{""box"":{""left"":2348,""right"":6743,""top"":2582,""bottom"":7009},""time"":1732163310014},{""box"":{""left"":2348,""right"":6743,""top"":2582,""bottom"":7009},""time"":1732163311012},{""box"":{""left"":2348,""right"":6743,""top"":2582,""bottom"":7009},""time"":1732163312019}",,,福井,500,わ
