placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-09-05 00:00:00,2026-09-05 01:00:00,0
tojinbo-shotaro,Person,2026-09-05 01:00:00,2026-09-05 02:00:00,4
tojinbo-shotaro,Person,2026-09-05 02:00:00,2026-09-05 03:00:00,11
tojinbo-shotaro,Person,2026-09-05 03:00:00,2026-09-05 04:00:00,0
tojinbo-shotaro,Person,2026-09-05 04:00:00,2026-09-05 05:00:00,1
tojinbo-shotaro,Person,2026-09-05 05:00:00,2026-09-05 06:00:00,98
tojinbo-shotaro,Person,2026-09-05 06:00:00,2026-09-05 07:00:00,92
tojinbo-shotaro,Person,2026-09-05 07:00:00,2026-09-05 08:00:00,128
tojinbo-shotaro,Person,2026-09-05 08:00:00,2026-09-05 09:00:00,401
tojinbo-shotaro,Person,2026-09-05 09:00:00,2026-09-05 10:00:00,1128
tojinbo-shotaro,Person,2026-09-05 10:00:00,2026-09-05 11:00:00,1651
tojinbo-shotaro,Person,2026-09-05 11:00:00,2026-09-05 12:00:00,2376
tojinbo-shotaro,Person,2026-09-05 12:00:00,2026-09-05 13:00:00,2632
tojinbo-shotaro,Person,2026-09-05 13:00:00,2026-09-05 14:00:00,3373
tojinbo-shotaro,Person,2026-09-05 14:00:00,2026-09-05 15:00:00,3043
tojinbo-shotaro,Person,2026-09-05 15:00:00,2026-09-05 16:00:00,2466
tojinbo-shotaro,Person,2026-09-05 16:00:00,2026-09-05 17:00:00,1777
tojinbo-shotaro,Person,2026-09-05 17:00:00,2026-09-05 18:00:00,519
tojinbo-shotaro,Person,2026-09-05 18:00:00,2026-09-05 19:00:00,257
tojinbo-shotaro,Person,2026-09-05 19:00:00,2026-09-05 20:00:00,11
tojinbo-shotaro,Person,2026-09-05 20:00:00,2026-09-05 21:00:00,2
tojinbo-shotaro,Person,2026-09-05 21:00:00,2026-09-05 22:00:00,15
tojinbo-shotaro,Person,2026-09-05 22:00:00,2026-09-05 23:00:00,18
tojinbo-shotaro,Person,2026-09-05 23:00:00,2026-09-06 00:00:00,6
