placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2026-09-09 00:00:00,2026-09-09 01:00:00,0
tojinbo-shotaro,Person,2026-09-09 01:00:00,2026-09-09 02:00:00,0
tojinbo-shotaro,Person,2026-09-09 02:00:00,2026-09-09 03:00:00,2
tojinbo-shotaro,Person,2026-09-09 03:00:00,2026-09-09 04:00:00,0
tojinbo-shotaro,Person,2026-09-09 04:00:00,2026-09-09 05:00:00,0
tojinbo-shotaro,Person,2026-09-09 05:00:00,2026-09-09 06:00:00,14
tojinbo-shotaro,Person,2026-09-09 06:00:00,2026-09-09 07:00:00,24
tojinbo-shotaro,Person,2026-09-09 07:00:00,2026-09-09 08:00:00,20
tojinbo-shotaro,Person,2026-09-09 08:00:00,2026-09-09 09:00:00,145
tojinbo-shotaro,Person,2026-09-09 09:00:00,2026-09-09 10:00:00,195
tojinbo-shotaro,Person,2026-09-09 10:00:00,2026-09-09 11:00:00,175
tojinbo-shotaro,Person,2026-09-09 11:00:00,2026-09-09 12:00:00,251
tojinbo-shotaro,Person,2026-09-09 12:00:00,2026-09-09 13:00:00,378
tojinbo-shotaro,Person,2026-09-09 13:00:00,2026-09-09 14:00:00,418
tojinbo-shotaro,Person,2026-09-09 14:00:00,2026-09-09 15:00:00,646
tojinbo-shotaro,Person,2026-09-09 15:00:00,2026-09-09 16:00:00,621
tojinbo-shotaro,Person,2026-09-09 16:00:00,2026-09-09 17:00:00,337
tojinbo-shotaro,Person,2026-09-09 17:00:00,2026-09-09 18:00:00,34
tojinbo-shotaro,Person,2026-09-09 18:00:00,2026-09-09 19:00:00,30
tojinbo-shotaro,Person,2026-09-09 19:00:00,2026-09-09 20:00:00,0
tojinbo-shotaro,Person,2026-09-09 20:00:00,2026-09-09 21:00:00,0
tojinbo-shotaro,Person,2026-09-09 21:00:00,2026-09-09 22:00:00,0
tojinbo-shotaro,Person,2026-09-09 22:00:00,2026-09-09 23:00:00,0
tojinbo-shotaro,Person,2026-09-09 23:00:00,2026-09-10 00:00:00,0
