444,LicensePlate,2024-11-19 12:38:40,2024-11-19 12:38:48,"{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987520038},{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987521007},{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987522005},{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987523012},{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987524010},{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987525018},{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987526016},{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987527023},{""box"":{""left"":2357,""right"":6687,""top"":2607,""bottom"":6980},""time"":1731987528061}",,,岡崎,530,さ
445,LicensePlate,2024-11-19 12:38:57,2024-11-19 12:39:12,"{""box"":{""left"":6135,""right"":7483,""top"":6667,""bottom"":8698},""time"":1731987537909},{""box"":{""left"":6135,""right"":7483,""top"":6667,""bottom"":8698},""time"":1731987552019}",,,岡崎,530,さ
446,LicensePlate,2024-11-19 12:39:14,2024-11-19 12:39:23,"{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987554755},{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987556057},{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987557022},{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987558030},{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987559026},{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987560003},{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987561001},{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987562008},{""box"":{""left"":2619,""right"":6674,""top"":2931,""bottom"":7093},""time"":1731987563007}",,,三河,344,つ
449,LicensePlate,2024-11-19 12:39:24,2024-11-19 12:39:31,"{""box"":{""left"":6390,""right"":7733,""top"":6892,""bottom"":8886},""time"":1731987564845},{""box"":{""left"":6390,""right"":7733,""top"":6892,""bottom"":8886},""time"":1731987569057},{""box"":{""left"":6390,""right"":7733,""top"":6892,""bottom"":8886},""time"":1731987570055},{""box"":{""left"":6390,""right"":7733,""top"":6892,""bottom"":8886},""time"":1731987571032}",,,2,3,1
451,LicensePlate,2024-11-19 12:39:33,2024-11-19 12:39:37,"{""box"":{""left"":2150,""right"":6717,""top"":2419,""bottom"":7009},""time"":1731987573632},{""box"":{""left"":2150,""right"":6717,""top"":2419,""bottom"":7009},""time"":1731987574029},{""box"":{""left"":2150,""right"":6717,""top"":2419,""bottom"":7009},""time"":1731987575004},{""box"":{""left"":2150,""right"":6717,""top"":2419,""bottom"":7009},""time"":1731987576009},{""box"":{""left"":2150,""right"":6717,""top"":2419,""bottom"":7009},""time"":1731987577006}",,,神戸,533,や
452,LicensePlate,2024-11-19 12:39:41,2024-11-19 12:39:43,"{""box"":{""left"":5274,""right"":7838,""top"":5968,""bottom"":9151},""time"":1731987581258},{""box"":{""left"":5274,""right"":7838,""top"":5968,""bottom"":9151},""time"":1731987583028}",,,神戸,533,や
453,LicensePlate,2024-11-19 12:41:20,2024-11-19 12:41:24,"{""box"":{""left"":2400,""right"":6680,""top"":2622,""bottom"":6975},""time"":1731987680951},{""box"":{""left"":2400,""right"":6680,""top"":2622,""bottom"":6975},""time"":1731987682058},{""box"":{""left"":2400,""right"":6680,""top"":2622,""bottom"":6975},""time"":1731987683055},{""box"":{""left"":2400,""right"":6680,""top"":2622,""bottom"":6975},""time"":1731987684023}",,,堺,500,わ
454,LicensePlate,2024-11-19 12:41:29,2024-11-19 12:41:31,"{""box"":{""left"":5666,""right"":7907,""top"":6261,""bottom"":9186},""time"":1731987689275},{""box"":{""left"":5666,""right"":7907,""top"":6261,""bottom"":9186},""time"":1731987691046}",,,堺,500,わ
455,LicensePlate,2024-11-19 12:42:27,2024-11-19 12:42:33,"{""box"":{""left"":2211,""right"":6735,""top"":2473,""bottom"":7054},""time"":1731987747430},{""box"":{""left"":2211,""right"":6735,""top"":2473,""bottom"":7054},""time"":1731987748037},{""box"":{""left"":2211,""right"":6735,""top"":2473,""bottom"":7054},""time"":1731987749004},{""box"":{""left"":2211,""right"":6735,""top"":2473,""bottom"":7054},""time"":1731987750002},{""box"":{""left"":2211,""right"":6735,""top"":2473,""bottom"":7054},""time"":1731987751001},{""box"":{""left"":2211,""right"":6735,""top"":2473,""bottom"":7054},""time"":1731987752007},{""box"":{""left"":2211,""right"":6735,""top"":2473,""bottom"":7054},""time"":1731987753014}",,,福井,500,わ
456,LicensePlate,2024-11-19 12:42:36,2024-11-19 12:42:38,"{""box"":{""left"":5522,""right"":8137,""top"":6209,""bottom"":9470},""time"":1731987756152},{""box"":{""left"":5522,""right"":8137,""top"":6209,""bottom"":9470},""time"":1731987758017}",,,福井,500,わ
