placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-07-07 00:00:00,2026-07-07 01:00:00,82
fukui-station-east-entrance,Person,2026-07-07 01:00:00,2026-07-07 02:00:00,118
fukui-station-east-entrance,Person,2026-07-07 02:00:00,2026-07-07 03:00:00,144
fukui-station-east-entrance,Person,2026-07-07 03:00:00,2026-07-07 04:00:00,143
fukui-station-east-entrance,Person,2026-07-07 04:00:00,2026-07-07 05:00:00,20
fukui-station-east-entrance,Person,2026-07-07 05:00:00,2026-07-07 06:00:00,23
fukui-station-east-entrance,Person,2026-07-07 06:00:00,2026-07-07 07:00:00,96
fukui-station-east-entrance,Person,2026-07-07 07:00:00,2026-07-07 08:00:00,211
fukui-station-east-entrance,Person,2026-07-07 08:00:00,2026-07-07 09:00:00,430
fukui-station-east-entrance,Person,2026-07-07 09:00:00,2026-07-07 10:00:00,507
fukui-station-east-entrance,Person,2026-07-07 10:00:00,2026-07-07 11:00:00,559
fukui-station-east-entrance,Person,2026-07-07 11:00:00,2026-07-07 12:00:00,534
fukui-station-east-entrance,Person,2026-07-07 12:00:00,2026-07-07 13:00:00,852
fukui-station-east-entrance,Person,2026-07-07 13:00:00,2026-07-07 14:00:00,647
fukui-station-east-entrance,Person,2026-07-07 14:00:00,2026-07-07 15:00:00,736
fukui-station-east-entrance,Person,2026-07-07 15:00:00,2026-07-07 16:00:00,825
fukui-station-east-entrance,Person,2026-07-07 16:00:00,2026-07-07 17:00:00,684
fukui-station-east-entrance,Person,2026-07-07 17:00:00,2026-07-07 18:00:00,809
fukui-station-east-entrance,Person,2026-07-07 18:00:00,2026-07-07 19:00:00,834
fukui-station-east-entrance,Person,2026-07-07 19:00:00,2026-07-07 20:00:00,202
fukui-station-east-entrance,Person,2026-07-07 20:00:00,2026-07-07 21:00:00,175
fukui-station-east-entrance,Person,2026-07-07 21:00:00,2026-07-07 22:00:00,89
fukui-station-east-entrance,Person,2026-07-07 22:00:00,2026-07-07 23:00:00,39
fukui-station-east-entrance,Person,2026-07-07 23:00:00,2026-07-08 00:00:00,43
