placement,object class,aggregate from,aggregate to,total count
fukui-station-east-entrance,Person,2026-07-31 00:00:00,2026-07-31 01:00:00,0
fukui-station-east-entrance,Person,2026-07-31 01:00:00,2026-07-31 02:00:00,0
fukui-station-east-entrance,Person,2026-07-31 02:00:00,2026-07-31 03:00:00,1
fukui-station-east-entrance,Person,2026-07-31 03:00:00,2026-07-31 04:00:00,0
fukui-station-east-entrance,Person,2026-07-31 04:00:00,2026-07-31 05:00:00,20
fukui-station-east-entrance,Person,2026-07-31 05:00:00,2026-07-31 06:00:00,38
fukui-station-east-entrance,Person,2026-07-31 06:00:00,2026-07-31 07:00:00,82
fukui-station-east-entrance,Person,2026-07-31 07:00:00,2026-07-31 08:00:00,237
fukui-station-east-entrance,Person,2026-07-31 08:00:00,2026-07-31 09:00:00,582
fukui-station-east-entrance,Person,2026-07-31 09:00:00,2026-07-31 10:00:00,1082
fukui-station-east-entrance,Person,2026-07-31 10:00:00,2026-07-31 11:00:00,1043
fukui-station-east-entrance,Person,2026-07-31 11:00:00,2026-07-31 12:00:00,988
fukui-station-east-entrance,Person,2026-07-31 12:00:00,2026-07-31 13:00:00,1102
fukui-station-east-entrance,Person,2026-07-31 13:00:00,2026-07-31 14:00:00,1117
fukui-station-east-entrance,Person,2026-07-31 14:00:00,2026-07-31 15:00:00,1193
fukui-station-east-entrance,Person,2026-07-31 15:00:00,2026-07-31 16:00:00,1526
fukui-station-east-entrance,Person,2026-07-31 16:00:00,2026-07-31 17:00:00,1708
fukui-station-east-entrance,Person,2026-07-31 17:00:00,2026-07-31 18:00:00,1954
fukui-station-east-entrance,Person,2026-07-31 18:00:00,2026-07-31 19:00:00,1754
fukui-station-east-entrance,Person,2026-07-31 19:00:00,2026-07-31 20:00:00,957
fukui-station-east-entrance,Person,2026-07-31 20:00:00,2026-07-31 21:00:00,2281
fukui-station-east-entrance,Person,2026-07-31 21:00:00,2026-07-31 22:00:00,1227
fukui-station-east-entrance,Person,2026-07-31 22:00:00,2026-07-31 23:00:00,378
fukui-station-east-entrance,Person,2026-07-31 23:00:00,2026-08-01 00:00:00,26
